Cars: 0, Vans: 0, Motors: 3, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 4, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 5, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 5, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 5, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 5, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 6, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 7, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 7, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 7, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 7, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 8, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 9, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 0, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 1, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 10, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 11, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 2, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 0, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 12, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 13, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 13, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 13, Buses: 0, Bicycles: 0
Cars: 3, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 4, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 4, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 4, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 4, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 4, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 14, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 15, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 15, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 15, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 15, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 15, Buses: 0, Bicycles: 0
Cars: 5, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 16, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 17, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 17, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 17, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 1, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 6, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 18, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 19, Buses: 0, Bicycles: 0
Cars: 7, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 21, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 22, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 22, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 23, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 23, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 24, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 24, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 24, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 24, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 24, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 25, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 25, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 25, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 25, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 25, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 26, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 27, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 27, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 27, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 28, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 28, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 2, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 29, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 3, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
Cars: 8, Vans: 4, Motors: 30, Buses: 0, Bicycles: 0
